Hemisphere|Location|Month|Months|Name|Price|Size|Time|Type|index|level_0|url
Northern Hemisphere|Pond|1.0|[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]|Goldfish|1,300|Tiny|All day|Fish|6|788.0|https://static.wikia.nocookie.net/animalcrossing/images/e/ed/NH-Icon-goldfish.png
Southern Hemisphere|Pond|1.0|[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]|Goldfish|1,300|Tiny|All day|Fish|36|789.0|https://static.wikia.nocookie.net/animalcrossing/images/e/ed/NH-Icon-goldfish.png
Southern Hemisphere|On palm trees|1.0|[1, 2, 3, 12]|Goliath beetle|8,000||5pm - 8am|Bug|1111|812.0|https://static.wikia.nocookie.net/animalcrossing/images/5/5b/NH-Icon-goliathbeetle.png
Northern Hemisphere|On palm trees|6.0|[6, 7, 8, 9]|Goliath beetle|8,000||5pm - 8am|Bug|1471|815.0|https://static.wikia.nocookie.net/animalcrossing/images/5/5b/NH-Icon-goliathbeetle.png
Southern Hemisphere|On the ground|1.0|[1, 2, 3]|Grasshopper|160||8am - 5pm|Bug|1086|820.0|https://static.wikia.nocookie.net/animalcrossing/images/5/56/NH-Icon-grasshopper.png
Northern Hemisphere|On the ground|7.0|[7, 8, 9]|Grasshopper|160||8am - 5pm|Bug|1517|823.0|https://static.wikia.nocookie.net/animalcrossing/images/5/56/NH-Icon-grasshopper.png
Southern Hemisphere|Flying|1.0|[1, 2, 11, 12]|Great purple emperor|3,000||4am - 7pm|Bug|1077|826.0|https://static.wikia.nocookie.net/animalcrossing/images/2/27/NH-Icon-greatpurpleemperor.png
Northern Hemisphere|Flying|5.0|[5, 6, 7, 8]|Great purple emperor|3,000||4am - 7pm|Bug|1373|828.0|https://static.wikia.nocookie.net/animalcrossing/images/2/27/NH-Icon-greatpurpleemperor.png
Southern Hemisphere|Sea|1.0|[1, 2, 3, 12]|Great white shark|15,000|Huge with fin|4pm - 9am|Fish|84|834.0|https://static.wikia.nocookie.net/animalcrossing/images/3/38/NH-Icon-greatwhiteshark.png
Northern Hemisphere|Sea|6.0|[6, 7, 8, 9]|Great white shark|15,000|Huge with fin|4pm - 9am|Fish|490|837.0|https://static.wikia.nocookie.net/animalcrossing/images/3/38/NH-Icon-greatwhiteshark.png
Southern Hemisphere|River|1.0|[1, 2, 3, 4, 5, 10, 11, 12]|Guppy|1,300|Tiny|9am - 4pm|Fish|51|842.0|https://static.wikia.nocookie.net/animalcrossing/images/6/63/NH-Icon-guppy.png
Northern Hemisphere|River|4.0|[4, 5, 6, 7, 8, 9, 10, 11]|Guppy|1300|Tiny|9am - 4pm|Fish|297|845.0|https://static.wikia.nocookie.net/animalcrossing/images/6/63/NH-Icon-guppy.png
Southern Hemisphere|Sea|1.0|[1, 2, 3, 12]|Hammerhead shark|8,000|Huge with fin|4pm - 9am|Fish|83|858.0|https://static.wikia.nocookie.net/animalcrossing/images/2/25/NH-Icon-hammerheadshark.png
Northern Hemisphere|Sea|6.0|[6, 7, 8, 9]|Hammerhead shark|8,000|Huge with fin|4pm - 9am|Fish|489|861.0|https://static.wikia.nocookie.net/animalcrossing/images/2/25/NH-Icon-hammerheadshark.png
Northern Hemisphere|Disguised as shells|1.0|[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]|Hermit crab|1,000||7pm - 8am|Bug|1066|866.0|https://static.wikia.nocookie.net/animalcrossing/images/7/7f/NH-Icon-hermitcrab.png
Southern Hemisphere|Disguised as shells|1.0|[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]|Hermit crab|1,000||7pm - 8am|Bug|1127|867.0|https://static.wikia.nocookie.net/animalcrossing/images/7/7f/NH-Icon-hermitcrab.png
Southern Hemisphere|Flying|1.0|[1, 9, 10, 11, 12]|Honeybee|200||8am - 5pm|Bug|1089|890.0|https://static.wikia.nocookie.net/animalcrossing/images/2/26/NH-Icon-honeybee.png
Northern Hemisphere|Flying|3.0|[3, 4, 5, 6, 7]|Honeybee|200||8am - 5pm|Bug|1228|891.0|https://static.wikia.nocookie.net/animalcrossing/images/2/26/NH-Icon-honeybee.png
Southern Hemisphere|On palm trees|1.0|[1, 2]|Horned atlas|8,000||5pm - 8am|Bug|1120|900.0|https://static.wikia.nocookie.net/animalcrossing/images/1/12/NH-Icon-hornedatlas.png
Northern Hemisphere|On palm trees|7.0|[7, 8]|Horned atlas|8,000||5pm - 8am|Bug|1551|902.0|https://static.wikia.nocookie.net/animalcrossing/images/1/12/NH-Icon-hornedatlas.png
Southern Hemisphere|On palm trees|1.0|[1, 2]|Horned dynastid|1,350||5pm - 8am|Bug|1119|904.0|https://static.wikia.nocookie.net/animalcrossing/images/e/ef/NH-Icon-horneddynastid.png
Northern Hemisphere|On trees|7.0|[7, 8]|Horned dynastid|1,350||5pm - 8am|Bug|1550|906.0|https://static.wikia.nocookie.net/animalcrossing/images/e/ef/NH-Icon-horneddynastid.png
Southern Hemisphere|On palm trees|1.0|[1, 2]|Horned elephant|8,000||5pm - 8am|Bug|1121|908.0|https://static.wikia.nocookie.net/animalcrossing/images/4/4f/NH-Icon-hornedelephant.png
Northern Hemisphere|On palm trees|7.0|[7, 8]|Horned elephant|8,000||5pm - 8am|Bug|1552|910.0|https://static.wikia.nocookie.net/animalcrossing/images/4/4f/NH-Icon-hornedelephant.png
Southern Hemisphere|On palm trees|1.0|[1, 2]|Horned hercules|12,000||5pm - 8am|Bug|1122|912.0|https://static.wikia.nocookie.net/animalcrossing/images/c/c2/NH-Icon-hornedhercules.png
Northern Hemisphere|On palm trees|7.0|[7, 8]|Horned hercules|12,000||5pm - 8am|Bug|1553|914.0|https://static.wikia.nocookie.net/animalcrossing/images/c/c2/NH-Icon-hornedhercules.png
Northern Hemisphere|Sea|1.0|[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]|Horse mackerel|150|Small|All day|Fish|19|916.0|https://static.wikia.nocookie.net/animalcrossing/images/d/d5/NH-Icon-horsemackerel.png
Southern Hemisphere|Sea|1.0|[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]|Horse mackerel|150|Small|All day|Fish|71|917.0|https://static.wikia.nocookie.net/animalcrossing/images/d/d5/NH-Icon-horsemackerel.png
Southern Hemisphere|On tree stumps|1.0|[1, 2, 10, 11, 12]|Jewel beetle|2,400||All day|Bug|1104|940.0|https://static.wikia.nocookie.net/animalcrossing/images/8/82/NH-Icon-jewelbeetle.png
Northern Hemisphere|On tree stumps|4.0|[4, 5, 6, 7, 8]|Jewel beetle|2,400||All day|Bug|1320|942.0|https://static.wikia.nocookie.net/animalcrossing/images/8/82/NH-Icon-jewelbeetle.png
Southern Hemisphere|Pond|1.0|[1, 2, 10, 11, 12]|Killifish|300|Tiny|All day|Fish|39|950.0|https://static.wikia.nocookie.net/animalcrossing/images/c/c3/NH-Icon-killifish.png
Northern Hemisphere|Pond|4.0|[4, 5, 6, 7, 8]|Killifish|300|Tiny|All day|Fish|286|952.0|https://static.wikia.nocookie.net/animalcrossing/images/c/c3/NH-Icon-killifish.png
Southern Hemisphere|River (Mouth)|3.0|[3]|King salmon|1,800|Huge|All day|Fish|237|960.0|https://static.wikia.nocookie.net/animalcrossing/images/f/fd/NH-Icon-kingsalmon.png
Northern Hemisphere|River (Mouth)|9.0|[9]|King salmon|1,800|Huge|All day|Fish|729|961.0|https://static.wikia.nocookie.net/animalcrossing/images/f/fd/NH-Icon-kingsalmon.png
Northern Hemisphere|Pond|1.0|[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]|Koi|4,000|Medium-large|4pm - 9am|Fish|5|962.0|https://static.wikia.nocookie.net/animalcrossing/images/7/74/NH-Icon-koi.png
Southern Hemisphere|Pond|1.0|[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]|Koi|4,000|Medium-large|4pm - 9am|Fish|35|963.0|https://static.wikia.nocookie.net/animalcrossing/images/7/74/NH-Icon-koi.png
Northern Hemisphere|On flowers|3.0|[3, 4, 5, 6, 10]|Ladybug|200||8am - 5pm|Bug|1233|986.0|https://static.wikia.nocookie.net/animalcrossing/images/1/18/NH-Icon-ladybug.png
Southern Hemisphere|On flowers|4.0|[4, 9, 10, 11, 12]|Ladybug|200||8am - 5pm|Bug|1351|988.0|https://static.wikia.nocookie.net/animalcrossing/images/1/18/NH-Icon-ladybug.png
Northern Hemisphere|River|3.0|[3, 4, 5]|Loach|400|Small|All day|Fish|191|996.0|https://static.wikia.nocookie.net/animalcrossing/images/7/77/NH-Icon-loach.png
Southern Hemisphere|River|9.0|[9, 10, 11]|Loach|400|Small|All day|Fish|781|999.0|https://static.wikia.nocookie.net/animalcrossing/images/7/77/NH-Icon-loach.png
Southern Hemisphere|On the ground|1.0|[1, 2, 3, 4, 5, 10, 11, 12]|Long locust|200||8am - 7pm|Bug|1085|1002.0|https://static.wikia.nocookie.net/animalcrossing/images/e/ef/NH-Icon-longlocust.png
Northern Hemisphere|On the ground|4.0|[4, 5, 6, 7, 8, 9, 10, 11]|Long locust|200||8am - 7pm|Bug|1308|1005.0|https://static.wikia.nocookie.net/animalcrossing/images/e/ef/NH-Icon-longlocust.png
Southern Hemisphere|Flying|1.0|[1, 2, 3, 10, 11, 12]|Madagascan sunset moth|2,500||8am - 4pm|Bug|1084|1018.0|https://static.wikia.nocookie.net/animalcrossing/images/7/7d/NH-Icon-madagascansunsetmoth.png
Northern Hemisphere|Flying|4.0|[4, 5, 6, 7, 8, 9]|Madagascan sunset moth|2,500||8am - 4pm|Bug|1307|1021.0|https://static.wikia.nocookie.net/animalcrossing/images/7/7d/NH-Icon-madagascansunsetmoth.png
Southern Hemisphere|Pier|1.0|[1, 2, 3, 4, 11, 12]|Mahi-mahi|6,000|Large|All day|Fish|80|1030.0|https://static.wikia.nocookie.net/animalcrossing/images/8/82/NH-Icon-mahimahi.png
Northern Hemisphere|Pier|5.0|[5, 6, 7, 8, 9, 10]|Mahi-mahi|6,000|Large|All day|Fish|399|1034.0|https://static.wikia.nocookie.net/animalcrossing/images/8/82/NH-Icon-mahimahi.png
Southern Hemisphere|On flowers|1.0|[1, 2, 3, 4, 9, 10, 11, 12]|Man-faced stink bug|1,000||7pm - 8am|Bug|1102|1042.0|https://static.wikia.nocookie.net/animalcrossing/images/c/c7/NH-Icon-manfacedstinkbug.png
Northern Hemisphere|On flowers|3.0|[3, 4, 5, 6, 7, 8, 9, 10]|Man-faced stink bug|1,000||7pm - 8am|Bug|1232|1044.0|https://static.wikia.nocookie.net/animalcrossing/images/c/c7/NH-Icon-manfacedstinkbug.png
Southern Hemisphere|On flowers|1.0|[1, 2, 3, 4, 5, 9, 10, 11, 12]|Mantis|430||8am - 5pm|Bug|1087|1058.0|https://static.wikia.nocookie.net/animalcrossing/images/0/00/NH-Icon-mantis.png
Northern Hemisphere|On flowers|3.0|[3, 4, 5, 6, 7, 8, 9, 10, 11]|Mantis|430||8am - 5pm|Bug|1226|1060.0|https://static.wikia.nocookie.net/animalcrossing/images/0/00/NH-Icon-mantis.png
Southern Hemisphere|On the ground|2.0|[2, 3, 4, 5]|Migratory locust|600||8am - 7pm|Bug|1168|1076.0|https://static.wikia.nocookie.net/animalcrossing/images/e/e4/NH-Icon-migratorylocust.png
Northern Hemisphere|On the ground|8.0|[8, 9, 10, 11]|Migratory locust|600||8am - 7pm|Bug|1598|1080.0|https://static.wikia.nocookie.net/animalcrossing/images/e/e4/NH-Icon-migratorylocust.png
Southern Hemisphere|River|3.0|[3, 4, 5]|Mitten crab|2,000|Small|4pm - 9am|Fish|238|1084.0|https://static.wikia.nocookie.net/animalcrossing/images/e/e3/NH-Icon-mittencrab.png
Northern Hemisphere|River|9.0|[9, 10, 11]|Mitten crab|2,000|Small|4pm - 9am|Fish|730|1087.0|https://static.wikia.nocookie.net/animalcrossing/images/e/e3/NH-Icon-mittencrab.png
Southern Hemisphere|On trees|1.0|[1, 2]|Miyama stag|1,000||All day|Bug|1113|1090.0|https://static.wikia.nocookie.net/animalcrossing/images/1/1b/NH-Icon-miyamastag.png
Northern Hemisphere|On trees|7.0|[7, 8]|Miyama stag|1,000||All day|Bug|1544|1092.0|https://static.wikia.nocookie.net/animalcrossing/images/1/1b/NH-Icon-miyamastag.png
Northern Hemisphere|Underground|1.0|[1, 2, 3, 4, 5, 11, 12]|Mole cricket|500||All day|Bug|1061|1094.0|https://static.wikia.nocookie.net/animalcrossing/images/0/00/NH-Icon-molecricket.png
Southern Hemisphere|Underground|5.0|[5, 6, 7, 8, 9, 10, 11]|Mole cricket|500||All day|Bug|1422|1099.0|https://static.wikia.nocookie.net/animalcrossing/images/0/00/NH-Icon-molecricket.png
Southern Hemisphere|Flying|3.0|[3, 4, 5]|Monarch butterfly|140||4am - 5pm|Bug|1250|1108.0|https://static.wikia.nocookie.net/animalcrossing/images/9/99/NH-Icon-monarchbutterfly.png
Northern Hemisphere|Flying|9.0|[9, 10, 11]|Monarch butterfly|140||4am - 5pm|Bug|1674|1111.0|https://static.wikia.nocookie.net/animalcrossing/images/9/99/NH-Icon-monarchbutterfly.png
Southern Hemisphere|Sea|2.0|[2, 3, 4]|Moray eel|2,000|Thin|All day|Fish|166|1114.0|https://static.wikia.nocookie.net/animalcrossing/images/e/e5/NH-Icon-morayeel.png
Northern Hemisphere|Sea|8.0|[8, 9, 10]|Moray eel|2,000|Thin|All day|Fish|662|1117.0|https://static.wikia.nocookie.net/animalcrossing/images/e/e5/NH-Icon-morayeel.png
Southern Hemisphere|Flying|1.0|[1, 2, 3, 12]|Mosquito|130||5pm - 4am|Bug|1130|1120.0|https://static.wikia.nocookie.net/animalcrossing/images/c/c0/NH-Icon-mosquito.png
Northern Hemisphere|Flying|6.0|[6, 7, 8, 9]|Mosquito|130||5pm - 4am|Bug|1478|1123.0|https://static.wikia.nocookie.net/animalcrossing/images/c/c0/NH-Icon-mosquito.png
Northern Hemisphere|Flying near light sources|1.0|[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]|Moth|130||7pm - 4am|Bug|1058|1128.0|https://static.wikia.nocookie.net/animalcrossing/images/1/12/NH-Icon-moth.png
Southern Hemisphere|Flying near light sources|1.0|[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]|Moth|130||7pm - 4am|Bug|1082|1129.0|https://static.wikia.nocookie.net/animalcrossing/images/1/12/NH-Icon-moth.png
Southern Hemisphere|Sea|1.0|[1, 2]|Napoleonfish|10,000|Huge|4am - 9pm|Fish|67|1152.0|https://static.wikia.nocookie.net/animalcrossing/images/6/6f/NH-Icon-napoleonfish.png
Northern Hemisphere|Sea|7.0|[7, 8]|Napoleonfish|10,000|Huge|4am - 9pm|Fish|563|1154.0|https://static.wikia.nocookie.net/animalcrossing/images/6/6f/NH-Icon-napoleonfish.png
Southern Hemisphere|River|1.0|[1, 2, 3, 4, 5, 10, 11, 12]|Neon tetra|500|Tiny|9am - 4pm|Fish|55|1156.0|https://static.wikia.nocookie.net/animalcrossing/images/d/da/NH-Icon-neontetra.png
Northern Hemisphere|River|4.0|[4, 5, 6, 7, 8, 9, 10, 11]|Neon tetra|500|Tiny|9am - 4pm|Fish|298|1159.0|https://static.wikia.nocookie.net/animalcrossing/images/d/da/NH-Icon-neontetra.png
Southern Hemisphere|River|1.0|[1, 2, 3, 11, 12]|Nibble fish|1,500|Tiny|9am - 4pm|Fish|52|1172.0|https://static.wikia.nocookie.net/animalcrossing/images/8/89/NH-Icon-nibblefish.png
Northern Hemisphere|River|5.0|[5, 6, 7, 8, 9]|Nibble fish|1,500|Tiny|9am - 4pm|Fish|381|1175.0|https://static.wikia.nocookie.net/animalcrossing/images/8/89/NH-Icon-nibblefish.png
Northern Hemisphere|Sea|1.0|[1, 2, 3, 4, 5, 12]|Oarfish|9,000|Huge|All day|Fish|28|1182.0|https://static.wikia.nocookie.net/animalcrossing/images/3/33/NH-Icon-oarfish.png
Southern Hemisphere|Sea|6.0|[6, 7, 8, 9, 10, 11]|Oarfish|9,000|Huge|All day|Fish|524|1187.0|https://static.wikia.nocookie.net/animalcrossing/images/3/33/NH-Icon-oarfish.png
Southern Hemisphere|Sea|1.0|[1, 2, 3]|Ocean sunfish|4,000|Huge with fin|4am - 9pm|Fish|81|1194.0|https://static.wikia.nocookie.net/animalcrossing/images/5/52/NH-Icon-oceansunfish.png
Northern Hemisphere|Sea|7.0|[7, 8, 9]|Ocean sunfish|4,000|Huge with fin|4am - 9pm|Fish|577|1197.0|https://static.wikia.nocookie.net/animalcrossing/images/5/52/NH-Icon-oceansunfish.png
Northern Hemisphere|Sea|1.0|[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]|Olive flounder|800|Large|All day|Fish|23|1200.0|https://static.wikia.nocookie.net/animalcrossing/images/9/9e/NH-Icon-oliveflounder.png
Southern Hemisphere|Sea|1.0|[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]|Olive flounder|800|Large|All day|Fish|75|1201.0|https://static.wikia.nocookie.net/animalcrossing/images/9/9e/NH-Icon-oliveflounder.png
Southern Hemisphere|On white flowers|1.0|[1, 2, 3, 4, 5, 9, 10, 11, 12]|Orchid mantis|2,400||8am - 5pm|Bug|1088|1224.0|https://static.wikia.nocookie.net/animalcrossing/images/9/9e/NH-Icon-orchidmantis.png
Northern Hemisphere|On white flowers|3.0|[3, 4, 5, 6, 7, 8, 9, 10, 11]|Orchid mantis|2,400||8am - 5pm|Bug|1227|1226.0|https://static.wikia.nocookie.net/animalcrossing/images/9/9e/NH-Icon-orchidmantis.png
Northern Hemisphere|River|1.0|[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]|Pale chub|200|Tiny|9am - 4pm|Fish|1|1242.0|https://static.wikia.nocookie.net/animalcrossing/images/2/2c/NH-Icon-palechub.png
Southern Hemisphere|River|1.0|[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]|Pale chub|200|Tiny|9am - 4pm|Fish|31|1243.0|https://static.wikia.nocookie.net/animalcrossing/images/2/2c/NH-Icon-palechub.png
Northern Hemisphere|Flying|1.0|[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]|Paper kite butterfly|1,000||8am - 7pm|Bug|1055|1266.0|https://static.wikia.nocookie.net/animalcrossing/images/d/dd/NH-Icon-paperkitebutterfly.png
Southern Hemisphere|Flying|1.0|[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]|Paper kite butterfly|1,000||8am - 7pm|Bug|1076|1267.0|https://static.wikia.nocookie.net/animalcrossing/images/d/dd/NH-Icon-paperkitebutterfly.png
Northern Hemisphere|Flying by hybrid flowers|3.0|[3, 4, 5, 6]|Peacock butterfly|2,500||4am - 7pm|Bug|1222|1290.0|https://static.wikia.nocookie.net/animalcrossing/images/8/8f/NH-Icon-peacockbutterfly.png
Southern Hemisphere|Flying by hybrid flowers|9.0|[9, 10, 11, 12]|Peacock butterfly|2,500||4am - 7pm|Bug|1724|1294.0|https://static.wikia.nocookie.net/animalcrossing/images/8/8f/NH-Icon-peacockbutterfly.png
Southern Hemisphere|River|3.0|[3, 4, 5, 6]|Pike|1,800|Large|All day|Fish|231|1298.0|https://static.wikia.nocookie.net/animalcrossing/images/d/dc/NH-Icon-pike.png
Northern Hemisphere|River|9.0|[9, 10, 11, 12]|Pike|1,800|Large|All day|Fish|723|1302.0|https://static.wikia.nocookie.net/animalcrossing/images/d/dc/NH-Icon-pike.png
Northern Hemisphere|Hitting rocks|1.0|[1, 2, 3, 4, 5, 6, 9, 10, 11, 12]|Pill bug|250||11pm - 4pm|Bug|1070|1306.0|https://static.wikia.nocookie.net/animalcrossing/images/c/c5/NH-Icon-pillbug.png
Southern Hemisphere|Hitting rocks|3.0|[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]|Pill bug|250||11pm - 4pm|Bug|1293|1309.0|https://static.wikia.nocookie.net/animalcrossing/images/c/c5/NH-Icon-pillbug.png
Southern Hemisphere|River|1.0|[1, 2, 3, 12]|Piranha|2,500|Small|9am - 4pm & 9pm - 4am|Fish|57|1326.0|https://static.wikia.nocookie.net/animalcrossing/images/b/b9/NH-Icon-piranha.png
Northern Hemisphere|River|6.0|[6, 7, 8, 9]|Piranha|2,500|Small|9am - 4pm & 9pm - 4am|Fish|467|1329.0|https://static.wikia.nocookie.net/animalcrossing/images/b/b9/NH-Icon-piranha.png
Northern Hemisphere|River|1.0|[1, 2, 12]|Pond smelt|500|Small|All day|Fish|13|1334.0|https://static.wikia.nocookie.net/animalcrossing/images/4/41/NH-Icon-pondsmelt.png
Southern Hemisphere|River|6.0|[6, 7, 8]|Pond smelt|500|Small|All day|Fish|509|1336.0|https://static.wikia.nocookie.net/animalcrossing/images/4/41/NH-Icon-pondsmelt.png
Southern Hemisphere|On fresh water|1.0|[1, 2, 3, 11, 12]|Pondskater|130||8am - 7pm|Bug|1098|1340.0|https://static.wikia.nocookie.net/animalcrossing/images/f/f4/NH-Icon-pondskater.png
Northern Hemisphere|On fresh water|5.0|[5, 6, 7, 8, 9]|Pondskater|130||8am - 7pm|Bug|1388|1343.0|https://static.wikia.nocookie.net/animalcrossing/images/f/f4/NH-Icon-pondskater.png
Northern Hemisphere|Pond|1.0|[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]|Pop-eyed goldfish|1,300|Tiny|9am - 4pm|Fish|7|1350.0|https://static.wikia.nocookie.net/animalcrossing/images/c/c9/NH-Icon-popeyedgoldfish.png
Southern Hemisphere|Pond|1.0|[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]|Pop-eyed goldfish|1,300|Tiny|9am - 4pm|Fish|37|1351.0|https://static.wikia.nocookie.net/animalcrossing/images/c/c9/NH-Icon-popeyedgoldfish.png
Southern Hemisphere|Sea|1.0|[1, 2, 3]|Puffer fish|250|Medium-small|All day|Fish|69|1374.0|https://static.wikia.nocookie.net/animalcrossing/images/1/1f/NH-Icon-pufferfish.png
Northern Hemisphere|Sea|7.0|[7, 8, 9]|Puffer fish|250|Medium-small|All day|Fish|565|1377.0|https://static.wikia.nocookie.net/animalcrossing/images/1/1f/NH-Icon-pufferfish.png
Southern Hemisphere|Flying|1.0|[1, 2, 3, 11, 12]|Queen Alexandra's birdwing|4,000||8am - 4pm|Bug|1081|1380.0|https://static.wikia.nocookie.net/animalcrossing/images/b/b8/NH-Icon-queenalexandrasbirdwing.png
Northern Hemisphere|Flying|5.0|[5, 6, 7, 8, 9]|Queen Alexandra's birdwing|4,000||8am - 4pm|Bug|1376|1383.0|https://static.wikia.nocookie.net/animalcrossing/images/b/b8/NH-Icon-queenalexandrasbirdwing.png
Southern Hemisphere|On trees|1.0|[1, 2, 3, 12]|Rainbow stag|6,000||7pm - 8am|Bug|1115|1390.0|https://static.wikia.nocookie.net/animalcrossing/images/1/1c/NH-Icon-rainbowstag.png
Northern Hemisphere|On trees|6.0|[6, 7, 8, 9]|Rainbow stag|6,000||7pm - 8am|Bug|1472|1393.0|https://static.wikia.nocookie.net/animalcrossing/images/1/1c/NH-Icon-rainbowstag.png
Southern Hemisphere|River|1.0|[1, 2, 3, 4, 11, 12]|Rainbowfish|800|Tiny|9am - 4pm|Fish|56|1398.0|https://static.wikia.nocookie.net/animalcrossing/images/6/68/NH-Icon-rainbowfish.png
Northern Hemisphere|River|5.0|[5, 6, 7, 8, 9, 10]|Rainbowfish|800|Tiny|9am - 4pm|Fish|385|1402.0|https://static.wikia.nocookie.net/animalcrossing/images/6/68/NH-Icon-rainbowfish.png
Northern Hemisphere|Flying|1.0|[1, 2, 4, 5, 6, 7, 8, 9, 12]|Rajah Brooke's birdwing|2,500||8am - 5pm|Bug|1057|1410.0|https://static.wikia.nocookie.net/animalcrossing/images/e/e2/NH-Icon-rajahbrookesbirdwing.png
Southern Hemisphere|Flying|1.0|[1, 2, 3, 6, 7, 8, 10, 11, 12]|Rajah Brooke's birdwing|2,500||8am - 5pm|Bug|1080|1411.0|https://static.wikia.nocookie.net/animalcrossing/images/e/e2/NH-Icon-rajahbrookesbirdwing.png
Northern Hemisphere|Pond|1.0|[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]|Ranchu goldfish|4,500|Small|9am - 4pm|Fish|8|1428.0|https://static.wikia.nocookie.net/animalcrossing/images/f/f9/NH-Icon-ranchugoldfish.png
Southern Hemisphere|Pond|1.0|[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]|Ranchu goldfish|4,500|Small|9am - 4pm|Fish|38|1429.0|https://static.wikia.nocookie.net/animalcrossing/images/f/f9/NH-Icon-ranchugoldfish.png
Southern Hemisphere|Sea|2.0|[2, 3, 4, 5]|Ray|3,000|Large|4am - 9pm|Fish|172|1452.0|https://static.wikia.nocookie.net/animalcrossing/images/d/db/NH-Icon-ray.png
Northern Hemisphere|Sea|8.0|[8, 9, 10, 11]|Ray|3,000|Very Large|4am - 9pm|Fish|668|1456.0|https://static.wikia.nocookie.net/animalcrossing/images/d/db/NH-Icon-ray.png
Southern Hemisphere|Flying|3.0|[3, 4]|Red dragonfly|180||8am - 7pm|Bug|1268|1460.0|https://static.wikia.nocookie.net/animalcrossing/images/e/eb/NH-Icon-reddragonfly.png
Northern Hemisphere|Flying|9.0|[9, 10]|Red dragonfly|180||8am - 7pm|Bug|1692|1462.0|https://static.wikia.nocookie.net/animalcrossing/images/e/eb/NH-Icon-reddragonfly.png
Northern Hemisphere|Sea|1.0|[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]|Red snapper|3,000|Medium-large|All day|Fish|21|1464.0|https://static.wikia.nocookie.net/animalcrossing/images/d/dd/NH-Icon-redsnapper.png
Southern Hemisphere|Sea|1.0|[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]|Red snapper|3,000|Medium-large|All day|Fish|74|1465.0|https://static.wikia.nocookie.net/animalcrossing/images/d/dd/NH-Icon-redsnapper.png
Southern Hemisphere|Sea|1.0|[1, 2, 3, 4, 12]|Ribbon eel|600|Thin|All day|Fish|77|1488.0|https://static.wikia.nocookie.net/animalcrossing/images/a/ac/NH-Icon-ribboneel.png
Northern Hemisphere|Sea|6.0|[6, 7, 8, 9, 10]|Ribbon eel|600|Thin|All day|Fish|485|1492.0|https://static.wikia.nocookie.net/animalcrossing/images/a/ac/NH-Icon-ribboneel.png
Southern Hemisphere|On the ground|2.0|[2, 3, 4, 5]|Rice grasshopper|160||8am - 7pm|Bug|1169|1498.0|https://static.wikia.nocookie.net/animalcrossing/images/d/d3/NH-Icon-ricegrasshopper.png
Northern Hemisphere|On the ground|8.0|[8, 9, 10, 11]|Rice grasshopper|160||8am - 7pm|Bug|1599|1502.0|https://static.wikia.nocookie.net/animalcrossing/images/d/d3/NH-Icon-ricegrasshopper.png
Southern Hemisphere|On trees|1.0|[1, 2]|Robust cicada|300||8am - 5pm|Bug|1092|1506.0|https://static.wikia.nocookie.net/animalcrossing/images/2/2f/NH-Icon-robustcicada.png
Northern Hemisphere|On trees|7.0|[7, 8]|Robust cicada|300||8am - 5pm|Bug|1523|1508.0|https://static.wikia.nocookie.net/animalcrossing/images/2/2f/NH-Icon-robustcicada.png
Southern Hemisphere|On tree stumps|1.0|[1, 2, 3, 11, 12]|Rosalia batesi beetle|3,000||All day|Bug|1106|1510.0|https://static.wikia.nocookie.net/animalcrossing/images/e/e0/NH-Icon-rosaliabatesibeetle.png
Northern Hemisphere|On tree stumps|5.0|[5, 6, 7, 8, 9]|Rosalia batesi beetle|3,000||All day|Bug|1398|1513.0|https://static.wikia.nocookie.net/animalcrossing/images/e/e0/NH-Icon-rosaliabatesibeetle.png
